seqnames	start	end	annot	transcript_id	symbol	bp	Isblue?
chr4	173647115	173647791	intron	ENST00000508122	GALNTL6	676	y
chr14	102172379	102172956	intron	ENST00000557778	RP11-1029J19.5	577	
chr18	21082967	21083951	promoter	ENST00000592119	C18orf8	984	y
chr7	150810759	150811221	promoter	ENST00000335367	AGAP3	462	
chr2	74010590	74010935	promoter	ENST00000409561	C2orf78	345	
chr10	133759398	133760269	intron	ENST00000472664	PPP2R2D	871	
chr8	101635463	101636150	intron	ENST00000520661	SNX31	687	
chr13	114579128	114579433	promoter	ENST00000449453	RP11-199F6.4	305	
chr12	47488676	47488915	intron	ENST00000546455	PCED1B	239	
chr4	48946273	48946960	intergenic	ENST00000507399	RP11-317G22.2	687	y
chr17	40074968	40075633	promoter	ENST00000590735	ACLY	665	y
chrX	16804037	16805127	promoter	ENST00000398155	TXLNG	1090	y
chr15	102215274	102215634	intron	ENST00000539112	TARSL2	360	
chr16	88840365	88840766	intron	ENST00000301015	PIEZO1	401	
chr2	239835989	239836732	intergenic	ENST00000455228	AC114788.2	743	
chr2	129063639	129064276	intron	ENST00000494089	HS6ST1	637	
chr1	230994632	230995105	intron	ENST00000522201	C1orf198	473	
chr1	12100647	12101031	intergenic	ENST00000496974	RN7SL649P	384	
chr1	178877654	178877828	intron	ENST00000478871	RALGPS2	174	
chr17	15917197	15917706	intron	ENST00000497842	TTC19	509	
chr8	142157841	142158130	intron	ENST00000523015	DENND3	289	
chr10	121010086	121010469	intron	ENST00000392870	GRK5	383	
chr7	63212550	63212945	intergenic	ENST00000605464	CICP24	395	
chr12	131851320	131852149	promoter	ENST00000539209	RP13-507P19.1	829	
chr7	63217941	63218533	intergenic	ENST00000605464	CICP24	592	
chr5	40679080	40680306	promoter	ENST00000514343	PTGER4	1226	y
chr7	155199524	155200087	intergenic	ENST00000569431	RP5-912I13.1	563	
chr5	628422	629006	intron	ENST00000444221	CEP72	584	
chr17	81140434	81141322	intergenic	ENST00000572343	AC139099.4	888	
chr7	63216118	63216460	intergenic	ENST00000605464	CICP24	342	
chr17	105730	106265	intron	ENST00000570638	RPH3AL	535	
chr16	86878909	86879904	intergenic	ENST00000566109	RP11-107C10.1	995	
chr21	33157360	33157791	intergenic	ENST00000610276	AP000255.6	431	
chr11	22174396	22174976	intergenic	ENST00000530837	CTD-2019O4.1	580	y
chr16	33293693	33295127	intergenic	ENST00000573021	RP11-23E10.5	1434	
chr5	2490324	2490714	intergenic	ENST00000560688	RP11-129I19.2	390	
chr19	1164280	1165046	intron	ENST00000587655	SBNO2	766	
chr13	113680424	113680653	promoter	ENST00000473345	MCF2L	229	
chr14	60043166	60043680	promoter	ENST00000281581	CCDC175	514	y
chr18	34408158	34409506	promoter	ENST00000587139	KIAA1328	1348	y
chr17	55740045	55740953	intron	ENST00000579505	MSI2	908	y
chr17	44438927	44439708	promoter	ENST00000450673	ARL17B	781	y
chr7	206405	206816	intron	ENST00000477004	FAM20C	411	
chr7	63222975	63223858	intergenic	ENST00000605464	CICP24	883	
chr13	80055053	80055742	promoter	ENST00000457171	NDFIP2-AS1	689	y
chr4	40578882	40579574	intron	ENST00000513044	RBM47	692	y
chr9	140188004	140189043	promoter	ENST00000566954	RP13-122B23.8	1039	y
chr17	70613945	70614728	intron	ENST00000581549	LINC00511	783	y
chr5	74332978	74333338	intergenic	ENST00000322348	GCNT4	360	y
chr4	1722559	1723411	promoter	ENST00000536901	TMEM129	852	y
chr18	21166005	21167139	promoter	ENST00000540608	NPC1	1134	y
chr17	39058236	39058611	intergenic	ENST00000167588	KRT20	375	y
chr2	167231978	167233085	promoter	ENST00000375387	SCN9A	1107	y
chrY	297421	298266	intergenic	ENST00000516032	RNU6-1334P	845	y
chr17	70462355	70462619	intron	ENST00000580861	LINC00511	264	y
chr22	42709789	42710226	intron	ENST00000515426	TCF20	437	y
chr13	30646504	30647236	intergenic	ENST00000413591	LINC00365	732	y
chr18	77393621	77394083	intergenic	ENST00000317008	RP11-567M16.3	462	
chr17	73613416	73613713	promoter	ENST00000578300	MYO15B	297	y
chr18	20558174	20558672	intron	ENST00000585177	RBBP8	498	y
chr21	18899540	18900000	promoter	ENST00000363884	Y_RNA	460	y
chr4	19557727	19558281	intron	ENST00000511431	RP11-608O21.1	554	y
chr4	99582947	99583241	exon	ENST00000569927_160528		294	y
chr15	102432818	102433991	intergenic	ENST00000560907	WBP1LP5	1173	
chr3	195487289	195487523	intron	ENST00000480843	MUC4	234	
chr19	2128409	2128837	promoter	ENST00000590683	AP3D1	428	
chr4	156679791	156681400	promoter	ENST00000513437	GUCY1B3	1609	y
chr4	38735730	38736026	intergenic	ENST00000410298	RNA5SP158	296	
chrX	15755897	15756576	promoter	ENST00000380319	CA5B	679	y
chr19	51898699	51898961	promoter	ENST00000600765	CTD-2616J11.14	262	
chr4	103994568	103995223	intron	ENST00000508136	SLC9B2	655	y
chr2	241564963	241565884	promoter	ENST00000407714	GPR35	921	
chr4	7404260	7404679	intron	ENST00000329016	SORCS2	419	y
chr9	115851492	115852115	intergenic	ENST00000439875	FAM225B	623	
chr17	79486482	79486780	promoter	ENST00000442532	RP13-766D20.2	298	y
chr18	24159844	24160367	intron	ENST00000580191	KCTD1	523	y
chr13	21277892	21278693	promoter	ENST00000468605	IL17D	801	y
chr18	2654993	2656229	promoter	ENST00000579647	CBX3P2	1236	y
chr9	108081065	108081533	intron	ENST00000607692	SLC44A1	468	y
chr10	35838253	35839249	intron	ENST00000497692	CCNY	996	
chr18	3218007	3218215	promoter	ENST00000261606	MYOM1	208	y
chr16	32351227	32353593	intergenic	ENST00000562853	RP11-17M15.4	2366	
chr4	41992323	41992873	promoter	ENST00000510460	SLC30A9	550	y
chr4	122369404	122369799	intergenic	ENST00000512282	TUBB4BP5	395	y
chr18	6315695	6316404	intron	ENST00000580162	L3MBTL4	709	y
chr17	29816786	29817073	promoter	ENST00000578694	RAB11FIP4	287	y
chr17	38501710	38502341	promoter	ENST00000475125	RARA	631	y
chr13	35923722	35924281	intron	ENST00000379939	NBEA	559	y
chr13	103553441	103553830	intergenic	ENST00000605100	METTL21EP	389	y
chr4	62406648	62407173	intron	ENST00000514996	LPHN3	525	y
chr17	31281498	31281947	intergenic	ENST00000578289	TMEM98	449	y
chr8	134440828	134441594	intergenic	ENST00000393673	ST13P6	766	y
chr5	40784185	40784659	intron	ENST00000397006	PRKAA1	474	y
chr4	185269668	185270393	promoter	ENST00000511465	RP11-290F5.2	725	y
chr4	164471320	164471761	intron	ENST00000510786	1-Mar	441	y
chr17	45393737	45394013	intron	ENST00000575039	RP11-290H9.4	276	y
chr12	6873219	6873910	promoter	ENST00000540667	PTMS	691	y
chr1	201374557	201374865	exon	ENST00000361379_57596		308	y
chr22	41983726	41984326	promoter	ENST00000466645	PMM1	600	y
chr18	22067707	22067934	promoter	ENST00000583122	RP11-178F10.2	227	y
chr17	74392058	74392341	exon	ENST00000586409_558822		283	y
chr14	59296342	59296858	promoter	ENST00000555378	RP11-112J1.2	516	y
chr4	103701581	103701969	intergenic	ENST00000453744	UBE2D3	388	y
chr14	88715001	88715398	intron	ENST00000556282	KCNK10	397	y
chr4	57107532	57108067	intron	ENST00000264229	KIAA1211	535	y
chr18	52613423	52613785	intron	ENST00000587148	CCDC68	362	y
chr4	129495033	129495556	intergenic	ENST00000514265	RP11-184M15.1	523	y
chr10	112835917	112837154	promoter	ENST00000280155	ADRA2A	1237	y
chrX	7894985	7896017	promoter	ENST00000442940	PNPLA4	1032	y
chr2	183956117	183956559	intron	ENST00000444562	AC064871.3	442	y
chr18	71892391	71892807	promoter	ENST00000480810	RN7SL551P	416	y
chr6	2986172	2986575	promoter	ENST00000450238	LINC01011	403	y
chr14	38438045	38438416	intron	ENST00000533625	TTC6	371	y
chr4	30964479	30964886	intron	ENST00000509759	PCDH7	407	y
chr18	29740444	29740915	intron	ENST00000583696	GAREM	471	y
chr17	57069125	57069558	intron	ENST00000393066	TRIM37	433	y
chr12	105711706	105711997	intron	ENST00000549251	RP11-474B16.1	291	y
chr18	20284179	20284604	intron	ENST00000578831	RP11-739L10.1	425	y
chr17	64382980	64383423	intron	ENST00000284384	PRKCA	443	y
chr3	24640233	24640703	intergenic	ENST00000415266	EIF3KP2	470	y
chr18	14430668	14431655	intergenic	ENST00000584783	LONRF2P1	987	y
chr9	79249252	79250114	intron	ENST00000223609	PRUNE2	862	y
chr3	24565803	24566193	intergenic	ENST00000580344	MIR4792	390	y
chr4	108729691	108730105	intergenic	ENST00000506462	SGMS2	414	y
chr12	3982194	3982816	promoter	ENST00000450737	PARP11	622	y
chr14	50453931	50454479	intron	ENST00000530176	C14orf182	548	y
chr2	42422735	42423150	intron	ENST00000401738	EML4	415	y
chr8	8547367	8547711	intergenic	ENST00000519106	CLDN23	344	y
chr1	28648608	28649153	intergenic	ENST00000479574	MED18	545	y
chr12	646923	647267	intron	ENST00000535680	B4GALNT3	344	y
chr8	22222876	22223300	promoter	ENST00000359741	SLC39A14	424	y
chr5	162110217	162110778	intergenic	ENST00000517722	RP11-167P20.1	561	y
chr22	50228082	50228576	intron	ENST00000565177	RP3-522J7.6	494	y
chr12	1779737	1779986	intergenic	ENST00000577921	MIR3649	249	y
chr13	24758417	24758918	intron	ENST00000382141	RP11-307N16.6	501	y
chr4	187027154	187027446	promoter	ENST00000508379	FAM149A	292	y
chr4	149908119	149908467	intergenic	ENST00000458836	RNU7-197P	348	y
chr9	90184915	90185347	intron	ENST00000489291	DAPK1	432	y
chr4	154140059	154140489	intron	ENST00000338700	TRIM2	430	y
chr12	12556572	12557059	intron	ENST00000298571	LOH12CR1	487	y
chr4	37684752	37685026	intron	ENST00000454158	RELL1	274	y
chr17	62700725	62701052	intergenic	ENST00000604003	MINOS1P2	327	y
chr17	79823676	79823948	promoter	ENST00000576021	RP11-498C9.3	272	y
chr17	30533043	30533564	promoter	ENST00000581148	RHOT1	521	y
chr18	25185269	25185490	intergenic	ENST00000584546	RP11-739N10.1	221	y
chr18	2939329	2939618	intron	ENST00000261596	LPIN2	289	y
chr18	19774213	19774529	intron	ENST00000581694	GATA6	316	y
chr18	54937345	54938049	intergenic	ENST00000365370	RNU6-737P	704	y
chr3	191194228	191194546	intergenic	ENST00000518817	PYDC2	318	y
chr5	90184384	90184958	intron	ENST00000425867	GPR98	574	y
chr6	143160084	143160736	promoter	ENST00000367604	HIVEP2	652	y
chr18	30050445	30051372	promoter	ENST00000399218	GAREM	927	y
chr3	43255202	43255564	intergenic	ENST00000410399	AC104434.1	362	y
chr5	98360931	98361324	intergenic	ENST00000513175	CTD-2007H13.3	393	y
chr19	45198585	45199263	intron	ENST00000590796	CTB-171A8.1	678	y
chr17	76334969	76335254	intron	ENST00000586321	AC061992.2	285	y
chr3	24358451	24358695	intron	ENST00000418247	THRB	244	y
chr4	31148080	31148352	exon	ENST00000511884_155940		272	y
chr5	34212911	34213718	intron	ENST00000512782	RP11-1023L17.1	807	y
chr10	482220	483506	promoter	ENST00000425723	RP11-490E15.2	1286	
chr12	132060998	132062024	intergenic	ENST00000541343	RP11-292I17.1	1026	
chr20	61695692	61696532	intron	ENST00000607802	RP11-305P22.9	840	
chr4	7541341	7542231	intron	ENST00000329016	SORCS2	890	
chr16	88366497	88367260	intergenic	ENST00000563190	LA16c-444G7.1	763	
chr1	30664002	30664591	intergenic	ENST00000442774	RP3-357I16.1	589	
chr16	84558648	84558989	intron	ENST00000565079	TLDC1	341	
chr18	21453249	21453428	promoter	ENST00000587184	LAMA3	179	y
chr3	195542062	195542854	intergenic	ENST00000463781	MUC4	792	
chr15	29269492	29270164	promoter	ENST00000560531	RP13-126C7.1	672	
chr8	143026250	143026924	promoter	ENST00000408196	AC104417.1	674	
chr2	233755631	233756268	promoter	ENST00000461944	NGEF	637	
chrX	130712602	130713291	intergenic	ENST00000444577	OR13K1P	689	
chr2	242838585	242839046	intron	ENST00000429947	AC131097.3	461	
chr19	38943593	38944148	intron	ENST00000359596	RYR1	555	
chr19	50215579	50216042	promoter	ENST00000598072	CPT1C	463	
chr10	132897016	132897650	intron	ENST00000368642	TCERG1L	634	
chr18	3117490	3118235	intron	ENST00000261606	MYOM1	745	y
chr16	10394727	10395216	intergenic	ENST00000564797	ATF7IP2	489	
chr19	34112310	34112461	promoter	ENST00000591231	CHST8	151	
chr11	45149239	45150097	intron	ENST00000530656	PRDM11	858	
chr2	60524652	60525178	intergenic	ENST00000457668	AC007381.3	526	
chr18	19770500	19771301	intron	ENST00000581694	GATA6	801	y
chr2	3497474	3498028	intergenic	ENST00000607415	RP11-1293J14.1	554	
chr20	55201436	55201906	intergenic	ENST00000201031	TFAP2C	470	
chr19	39569172	39569875	intergenic	ENST00000601575	PAPL	703	
chr19	51893704	51894598	promoter	ENST00000570516	C19orf84	894	
chr10	133908226	133908803	intergenic	ENST00000298622	JAKMIP3	577	
chr17	44656868	44657529	promoter	ENST00000336125	ARL17A	661	y
chr7	101321102	101321282	intergenic	ENST00000223167	MYL10	180	
chr3	139289513	139290376	intron	ENST00000381790	RP11-319G6.1	863	
chr7	6116687	6117343	intergenic	ENST00000436915	AC004895.4	656	
chr1	117635514	117636236	promoter	ENST00000492682	TTF2	722	
chr12	132816724	132819336	intron	ENST00000328957	GALNT9	2612	
chr1	16005038	16005519	intergenic	ENST00000606262	RP4-680D5.9	481	
chr18	29522315	29523852	promoter	ENST00000580420	RP11-326K13.4	1537	y
chr1	17574935	17575827	promoter	ENST00000375460	PADI3	892	
chr9	104053040	104053880	intron	ENST00000463206	LPPR1	840	
chr15	80164774	80165510	intron	ENST00000494999	ST20-MTHFS	736	
chr20	44978838	44979690	exon	ENST00000493599_627499	852		
chr16	56641008	56641623	promoter	ENST00000245185	MT2A	615	
chr1	61105637	61106487	promoter	ENST00000439156	RP11-776H12.1	850	
chr9	139240060	139240754	intron	ENST00000354753	GPSM1	694	
chr16	53453058	53453761	intergenic	ENST00000567964	RBL2	703	
chr1	19724621	19725289	intron	ENST00000482808	CAPZB	668	
chr17	60266034	60266758	intergenic	ENST00000577881	RP11-51L5.3	724	y
chr19	52645300	52645902	promoter	ENST00000597886	CTC-471J1.9	602	
chr11	33202571	33203188	intron	ENST00000500025	CSTF3-AS1	617	
chr14	81769514	81770277	intron	ENST00000556280	STON2	763	y
chr11	9567258	9568184	intergenic	ENST00000396602	ZNF143	926	
chr5	34466571	34467442	intergenic	ENST00000503549	RP11-1325J9.1	871	y
chr2	237573927	237574674	intergenic	ENST00000455068	AC011286.1	747	
chr7	114670431	114671261	intergenic	ENST00000257724	MDFIC	830	
chr4	2420021	2420910	promoter	ENST00000382849	RP11-503N18.1	889	y
chr3	80745459	80745848	intergenic	ENST00000482003	RP11-47P18.1	389	y
chr4	125353676	125354469	intergenic	ENST00000506481	RP11-93I21.2	793	y
chr2	165477406	165478493	promoter	ENST00000446413	GRB14	1087	y
chr19	31899364	31900164	intron	ENST00000585336	AC007796.1	800	
chr20	45887465	45888265	intron	ENST00000468376	ZMYND8	800	
chr4	54342467	54343100	intron	ENST00000507166	FIP1L1	633	
chr1	25296870	25297681	promoter	ENST00000568143	RP11-84D1.2	811	
chrX	2815696	2816658	intergenic	ENST00000381154	ARSD	962	y
chr12	7950400	7950813	intergenic	ENST00000229307	NANOG	413	y
chr1	92791916	92792644	intron	ENST00000610020	RPAP2	728	
chr5	92414000	92415132	intergenic	ENST00000515153	CTD-2091N23.1	1132	y
chr11	70270264	70270605	promoter	ENST00000393747	CTTN	341	
chr18	24067372	24067793	intron	ENST00000578973	KCTD1	421	y
chrX	15692727	15694099	promoter	ENST00000380333	CA5BP1	1372	y
chr3	195890536	195890927	intergenic	ENST00000457079	LINC00885	391	
chr10	133849722	133850635	intergenic	ENST00000368636	BNIP3	913	
chr1	29839867	29840197	intergenic	ENST00000515851	RP11-810H18.1	330	
chr12	132280700	132281100	promoter	ENST00000537582	SFSWAP	400	
chr4	120549649	120550511	promoter	ENST00000354960	PDE5A	862	y
chr5	60954962	60955315	exon	ENST00000505623_198864		353	y
chr8	107630045	107630587	promoter	ENST00000497705	OXR1	542	y
chr10	132892787	132893492	promoter	ENST00000436942	TCERG1L-AS1	705	
chr7	16961496	16961960	intergenic	ENST00000419352	AC098592.7	464	y
chr8	142597388	142597870	intergenic	ENST00000427937	AC138647.1	482	
chr4	125127833	125128704	intron	ENST00000507299	CTD-2325B11.1	871	y
chr2	233124653	233125150	exon	ENST00000433430_85344		497	
chr1	6305892	6306263	promoter	ENST00000377898	HES3	371	
chrX	47052740	47053352	promoter	ENST00000335972	UBA1	612	y
chr20	59832756	59833009	intron	ENST00000360469	CDH4	253	
chr5	87564239	87565285	promoter	ENST00000512724	TMEM161BAS1	1046	y
chr4	124467237	124467606	intergenic	ENST00000508291	RP11-381N20.1	369	y
chr2	241811517	241811995	promoter	ENST00000476698	AGXT	478	
chr16	73116469	73116806	intergenic	ENST00000569990	HCCAT5	337	
chr16	32639949	32640460	intergenic	ENST00000564327	RP11-96K14.1	511	
chr7	151169967	151170459	promoter	ENST00000482053	RHEB	492	
chr15	59548285	59548587	intron	ENST00000558571	MYO1E	302	y
chr16	63651192	63652144	promoter	ENST00000563855	RP11-368L12.1	952	y
chr19	30154965	30155734	promoter	ENST00000436066	PLEKHF1	769	
chr7	5635384	5635656	promoter	ENST00000405801	FSCN1	272	
chr11	2008321	2008791	intron	ENST00000419080	MRPL23-AS1	470	
chr4	142271254	142271697	intergenic	ENST00000511213	RP11-362F19.1	443	y
chrX	7050318	7051134	intron	ENST00000498474	HDHD1	816	y
chr4	176986570	176987383	promoter	ENST00000280190	WDR17	813	y
chr3	15900398	15901920	promoter	ENST00000439830	ANKRD28	1522	y
chr18	21408398	21408763	promoter	ENST00000591749	LAMA3	365	y
chr4	36352766	36353045	intron	ENST00000504344	RP11-431M7.2	279	y
chr4	26828299	26828789	intergenic	ENST00000494628	STIM2	490	y
chr19	34760796	34761482	intron	ENST00000585833	KIAA0355	686	
chr3	188506277	188507139	intron	ENST00000459897	LPP	862	
chr17	36507408	36508157	promoter	ENST00000577233	SOCS7	749	y
chr4	149297345	149297623	intron	ENST00000511528	NR3C2	278	y
chr19	38538873	38540260	intron	ENST00000476317	SIPA1L3	1387	
chr12	17795043	17795272	intergenic	ENST00000539105	RP11-606D9.1	229	y
chr11	64512396	64512888	promoter	ENST00000377485	RASGRP2	492	
chr18	77679919	77680340	intron	ENST00000478144	PQLC1	421	
chr5	156692779	156693779	promoter	ENST00000517634	CTC-248O19.1	1000	y
chr19	38524195	38525390	intron	ENST00000476317	SIPA1L3	1195	
chr18	21452574	21453145	promoter	ENST00000587184	LAMA3	571	y
chr19	36760064	36760513	intergenic	ENST00000355114	ZNF565	449	
chr4	90226929	90227192	promoter	ENST00000609438	GPRIN3	263	y
chr16	4464103	4464762	promoter	ENST00000576457	CORO7	659	y
chrX	24482963	24483767	promoter	ENST00000441463	PDK3	804	y
chr18	12657581	12658532	promoter	ENST00000400512	AP005482.1	951	y
chr7	534134	534368	promoter	ENST00000434541	AC147651.1	234	
chr7	30829073	30829346	intron	ENST00000451002	INMT-FAM188B	273	
chr5	70743142	70743357	promoter	ENST00000502659	RP11-136K7.2	215	y
chr3	195510841	195511431	exon	ENST00000478156_152007		590	
chr4	54457506	54458027	promoter	ENST00000512247	LNX1	521	y
chr16	4394345	4394677	promoter	ENST00000575848	PAM16	332	
chr10	11927228	11927674	intron	ENST00000445498	PROSER2-AS1	446	
chr22	43892550	43892910	intron	ENST00000538182	MPPED1	360	
chr9	114827947	114828604	intron	ENST00000374264	SUSD1	657	y
chr20	59950361	59951203	intron	ENST00000360469	CDH4	842	
chr17	72987700	72988299	intron	ENST00000337231	CDR2L	599	y
chr17	62161429	62162290	intron	ENST00000584041	ERN1	861	y
chr18	20263110	20263735	intergenic	ENST00000578831	RP11-739L10.1	625	y
chr20	31208975	31209164	intergenic	ENST00000360785	C20orf203	189	
chr7	158995289	158995591	intergenic	ENST00000437005	PIP5K1P2	302	
chr8	17658296	17659254	promoter	ENST00000522768	RP11-156K13.1	958	y
chr19	1144620	1144966	intron	ENST00000587655	SBNO2	346	
chr2	97117403	97117850	intergenic	ENST00000310865	NEURL3	447	
chr1	245100328	245100603	intergenic	ENST00000364888	RN7SKP55	275	
chr19	38735536	38736387	promoter	ENST00000590510	SPINT2	851	
chr19	34809126	34810741	intron	ENST00000588338	KIAA0355	1615	
chr17	854896	856177	intron	ENST00000575171	NXN	1281	
chr19	31830912	31831630	intron	ENST00000558569	TSHZ3	718	
chr19	38905395	38905919	promoter	ENST00000588708	RASGRP4	524	
chr13	30122775	30123280	intron	ENST00000450494	SLC7A1	505	y
chr3	152974102	152975125	intergenic	ENST00000582522	RN7SL300P	1023	
chr17	56494818	56495318	promoter	ENST00000580014	RNF43	500	y
chr12	15427333	15427966	intron	ENST00000393736	RERG	633	y
chr18	19862218	19863030	intergenic	ENST00000459476	snoU13	812	y
chr14	31697679	31698056	intergenic	ENST00000365532	Y_RNA	377	y
chr20	55363228	55363724	intergenic	ENST00000384429	RNU6-929P	496	
chr19	36799597	36800084	promoter	ENST00000600983	CTD-3162L10.1	487	
chr19	31828906	31829306	intron	ENST00000558569	TSHZ3	400	
chr4	79548832	79549112	intergenic	ENST00000364128	Y_RNA	280	y
chr1	148929648	148931757	promoter	ENST00000457390	RP11-14N7.2	2109	
chr16	57298954	57299312	promoter	ENST00000564018	PLLP	358	y
chr18	20679542	20679947	intergenic	ENST00000400473	CABLES1	405	y
chr12	12223581	12224233	promoter	ENST00000308721	BCL2L14	652	y
chr5	170224689	170225199	intron	ENST00000519598	GABRP	510	
chr8	118958604	118959299	intron	ENST00000436216	EXT1	695	y
chr5	170184196	170184589	promoter	ENST00000521965	MIR4454	393	y
chr15	39565852	39566905	promoter	ENST00000561058	RP11-624L4.1	1053	y
chr5	81931049	81932003	intergenic	ENST00000510845	CTD-2015A6.2	954	y
chr1	8800026	8800575	intron	ENST00000480342	RERE	549	
chr14	87265459	87266198	intergenic	ENST00000557527	RP11-322L20.1	739	y
chr4	169019178	169019931	intron	ENST00000506926	RP11-310I9.1	753	y
chr1	165742556	165743015	exon	ENST00000423121_23045		459	
chr1	180126329	180127241	intron	ENST00000367600	QSOX1	912	y
chr3	195627548	195627967	intron	ENST00000468819	TNK2	419	
chr1	68345690	68346295	intron	ENST00000413628	GNG12-AS1	605	y
chr5	95429064	95430289	intron	ENST00000511775	CTD-2337A12.1	1225	y
chr12	113342092	113342931	promoter	ENST00000202917	OAS1	839	
chr14	50908246	50909117	intron	ENST00000013125	MAP4K5	871	y
chr16	56687942	56688603	intergenic	ENST00000334346	MT1B	661	
chr4	98353586	98354125	intron	ENST00000518105	RP11-681L8.1	539	y
chrX	17613238	17614124	intron	ENST00000380060	NHS	886	y
chr7	86475603	86476697	intron	ENST00000439827	GRM3	1094	y
chr13	73745224	73745935	intergenic	ENST00000364383	RNU4-10P	711	y
chr13	39260761	39261550	promoter	ENST00000280481	FREM2	789	y
chr1	11999122	11999719	intron	ENST00000196061	PLOD1	597	
chr18	14178703	14179225	promoter	ENST00000581181	ANKRD20A5P	522	y
chr6	15949256	15950233	intergenic	ENST00000448802	ARPC3P5	977	y
chr5	73704005	73704568	intron	ENST00000507781	CTC-419K13.1	563	y
chr4	184276391	184276972	intergenic	ENST00000514910	RP11-451F20.1	581	y
chr18	29952163	29952949	intron	ENST00000269209	GAREM	786	y
chr4	120651110	120651691	intergenic	ENST00000503266	RP11-236P13.1	581	y
chr4	147866860	147867427	promoter	ENST00000502319	TTC29	567	y
chr13	24606606	24607289	intron	ENST00000382141	RP11-307N16.6	683	y
chr9	116333099	116333705	intron	ENST00000428429	RP11-168K11.2	606	y
chr16	52288281	52288983	promoter	ENST00000408588	AC007333.1	702	y
chr4	168139291	168139787	intron	ENST00000512042	SPOCK3	496	y
chr2	237791572	237792049	intergenic	ENST00000413385	AC011286.1	477	
chr1	4016604	4017089	intergenic	ENST00000412674	RP13-614K11.1	485	
chr5	50728721	50729673	intergenic	ENST00000505723	CTD-2335O3.2	952	y
chr10	14862005	14862511	intron	ENST00000465530	CDNF	506	
chr4	111751532	111751971	intergenic	ENST00000515999	AC024198.1	439	y
chrX	64416588	64417229	intergenic	ENST00000451184	RP11-231N9.1	641	y
chr1	227947119	227947769	intron	ENST00000478768	SNAP47	650	
chr13	76583584	76584230	intergenic	ENST00000448806	LINC01034	646	y
chr18	21207297	21207674	intron	ENST00000587763	ANKRD29	377	y
chr22	32475114	32475693	intron	ENST00000543737	SLC5A1	579	y
chr3	126678871	126679767	intron	ENST00000510044	CHCHD6	896	
chr4	106830892	106831539	promoter	ENST00000506056	NPNT	647	y
chr15	63343399	63343882	promoter	ENST00000561241	RP11-244F12.3	483	y
chr3	141133388	141134001	intron	ENST00000513570	ZBTB38	613	
chr21	36391861	36392371	intron	ENST00000416754	RUNX1	510	y
chr13	103782751	103783563	intergenic	ENST00000245312	SLC10A2	812	y
chr5	110072468	110072845	promoter	ENST00000512886	TMEM232	377	y
chr9	89951812	89952262	intergenic	ENST00000391119	SNORA26	450	y
chr18	8794410	8794963	intron	ENST00000518815	SOGA2	553	y
chr10	79115617	79115970	promoter	ENST00000418515	RP11-619F23.2	353	
chr17	48770069	48771000	promoter	ENST00000574246	RP11-294J22.6	931	y
chr5	14581642	14582228	promoter	ENST00000274217	FAM105A	586	y
chr18	71007537	71008213	intron	ENST00000583942	CTD-2354A18.1	676	y
chr22	34142384	34142996	intron	ENST00000416275	LARGE-AS1	612	y
chr19	51596977	51597664	intergenic	ENST00000421832	CTU1	687	
chr18	7878650	7879298	intron	ENST00000400053	PTPRM	648	y
chr4	67440362	67441524	intergenic	ENST00000470993	RPS23P3	1162	y
chr11	68847695	68848373	intron	ENST00000442692	TPCN2	678	
chr15	86106408	86107073	intron	ENST00000558811	AKAP13	665	y
chr14	38063747	38065628	promoter	ENST00000556845	TTC6	1881	y
chr13	74864507	74864895	promoter	ENST00000383890	RNY1P5	388	y
chr22	40783623	40784186	promoter	ENST00000607915	RP5-1042K10.10	563	y
chr18	23669906	23671402	promoter	ENST00000578595	SS18	1496	y
chr2	228626684	228627219	promoter	ENST00000516537	RNA5SP121	535	y
chr14	75749392	75750562	intergenic	ENST00000303562	FOS	1170	y
chr5	34717596	34718270	promoter	ENST00000502736	RAI14	674	
chr1	204616727	204616979	intron	ENST00000496057	LRRN2	252	
chr9	132105932	132106561	promoter	ENST00000423122	RP11-65J3.1	629	
chr19	7489776	7490370	intron	ENST00000593531	CTD-2207O23.3	594	y
chrX	21816665	21817660	intergenic	ENST00000465888	MBTPS2	995	y
chr9	131821742	131822331	promoter	ENST00000474639	FAM73B	589	
chr18	60087362	60088390	promoter	ENST00000591796	RP11-640A1.4	1028	y
chr2	187426114	187426881	intergenic	ENST00000261023	ITGAV	767	
chr18	21269015	21270342	promoter	ENST00000399516	LAMA3	1327	y
chr8	26165314	26165833	intron	ENST00000523964	PPP2R2A	519	y
chr6	43663358	43663937	intergenic	ENST00000372133	MRPS18A	579	y
chr10	8610021	8610921	intergenic	ENST00000425516	CHCHD3P1	900	y
chr10	52753171	52754401	intron	ENST00000373985	PRKG1	1230	y
chr17	69325178	69326441	intergenic	ENST00000410631	RNU6-305P	1263	y
chr12	22741552	22742171	intergenic	ENST00000535801	RP11-268P4.2	619	y
chr4	77613059	77614188	intron	ENST00000486758	SHROOM3	1129	y
chr22	42579385	42580044	intron	ENST00000404876	TCF20	659	y
chr11	102800546	102801385	intergenic	ENST00000260302	MMP13	839	y
chr1	168769107	168770153	intergenic	ENST00000420691	LINC00626	1046	y
chr17	48968048	48968736	intron	ENST00000514358	TOB1-AS1	688	y
chr6	131579205	131579893	intron	ENST00000474850	AKAP7	688	y
